player_name,war,playerID
Brian Jordan,32.9,jordabr01
Van Mungo,32.9,mungova01
Bill Doran,32.8,doranbi02
Ron Hunt,32.8,huntro01
Matt Olson,32.8,olsonma02
Riggs Stephenson,32.8,stephri01
Rico Carty,32.7,cartyri01
Sid Fernandez,32.7,fernasi01
Jesse Haines,32.7,haineje01
Mickey Rivers,32.7,rivermi01
Ross Youngs,32.7,youngro01
Mort Cooper,32.6,coopemo01
Pat Hentgen,32.6,hentgpa01
Adam Jones,32.6,jonesad01
Sam West,32.6,westsa01
Billy Hoy,32.5,hoydu01
Rube Marquard,32.5,marquru01
John Valentin,32.5,valenjo02
Jimmy Williams,32.5,williji99
Aramis Ramirez,32.4,ramirar01
Edgar Renteria,32.4,renteed01
Al Rosen,32.4,rosenal01
Joe Start,32.4,startjo01
Ezra Sutton,32.4,suttoez01
Kevin Youkilis,32.4,youklke01
Roy Cullenbine,32.3,cullero01
Darin Erstad,32.3,erstada01
Vern Law,32.3,lawve01
Stephen Strasburg,32.3,strasst01
Justin Upton,32.3,uptonju01
John Denny,32.2,dennyjo01
Eddie Lopat,32.2,lopated01
Monte Irvin,32.1,irvinmo01
Bobby Murcer,32.1,murcebo01
Sonny Siebert,32.1,siebeso01
Sonny Gray,32.0,grayso01
Victor Martinez,32.0,martivi01
Brian McCann,32.0,mccanbr01
Johnny Antonelli,31.9,antonjo02
Larry Dierker,31.9,dierkla01
Scott Fletcher,31.9,fletcsc01
Barry Zito,31.9,zitoba01
Marty Marion,31.8,marioma01
Charlie Ferguson,31.7,ferguch02
Andres Galarraga,31.7,galaran01
Claude Hendrix,31.7,hendrcl01
Frank McCormick,31.7,mccorfr01
Wally Pipp,31.7,pippwa01
Ed Brandt,31.6,branded01
Chick Stahl,31.6,stahlch01
Jose Valentin,31.6,valenjo03
Rudy York,31.6,yorkru01
Andy Benes,31.5,benesan01
Eddie Joost,31.5,joosted01
Shane Victorino,31.5,victosh01
Ted Kluszewski,31.4,kluszte01
Bill Lee,31.4,leebi03
Bill Russell,31.4,russebi01
Mike Boddicker,31.3,boddimi01
Chick Hafey,31.3,hafeych01
Topsy Hartsel,31.3,hartsto01
Jacoby Ellsbury,31.2,ellsbja01
Ketel Marte,31.2,marteke01
Adonis Terry,31.2,terryad01
Duke Farrell,31.1,farredu01
Bill Sherdel,31.1,sherdbi01
Brandon Webb,31.1,webbbr01
Bill Joyce,31.0,joycebi01
Ken Raffensberger,31.0,raffeke01
Orlando Hudson,30.9,hudsoor01
Hunter Pence,30.9,pencehu01
Trevor Story,30.9,storytr01
Greg Vaughn,30.9,vaughgr01
Jim Bagby,30.8,bagbyji02
Rick Ferrell,30.8,ferreri01
Jim Barr,30.7,barrji01
Ice Box Chamberlain,30.7,chambel01
Firpo Marberry,30.7,marbefi01
James Shields,30.7,shielja02
Hank Thompson,30.7,thompha02
Willis Hudlin,30.6,hudliwi01
Chris Speier,30.6,speiech01
Ginger Beaumont,30.5,beaumgi01
Arlie Latham,30.5,lathaar01
Sal Maglie,30.5,maglisa01
J.D. Martinez,30.5,martijd02
Jose Quintana,30.5,quintjo01
Greg Swindell,30.5,swindgr01
Mike Garcia,30.4,garcimi03
Mike Hargrove,30.4,hargrmi01
John Hiller,30.4,hillejo01
Frank Lary,30.4,laryfr01
Gary Matthews,30.4,matthga02
Joe Nuxhall,30.4,nuxhajo01
Jhonny Peralta,30.4,peraljh01
Harry Steinfeldt,30.4,steinha01
Cecil Travis,30.4,travice01
Jose Abreu,30.3,abreujo02
Teddy Higuera,30.3,higuete01
Joe Kuhel,30.3,kuheljo01
Bobby Bonilla,30.2,bonilbo01
Lance Johnson,30.2,johnsla03
Max Lanier,30.2,laniema01
Woody Williams,30.2,williwo02
Hooks Wiltse,30.2,wiltsho01
Sherm Lollar,30.1,lollash01
Kevin McReynolds,30.1,mcreyke01
Del Ennis,30.0,ennisde01
Livan Hernandez,30.0,hernali01
Buck Leonard,30.0,leonabu99
Lance Lynn,30.0,lynnla01
John Titus,30.0,titusjo01
Dean Chance,29.9,chancde01
Bob Ewing,29.9,ewingbo01
Von Hayes,29.9,hayesvo01
Pete Runnels,29.9,runnepe01
DJ LeMahieu,29.8,lemahdj01
Kevin Millwood,29.8,millwke01
Johnny Podres,29.8,podrejo01
Hal Trosky,29.8,troskha02
Lloyd Waner,29.8,wanerll01
Brandon Belt,29.7,beltbr01
Asdrubal Cabrera,29.7,cabreas01
Phil Garner,29.7,garneph01
Javy Lopez,29.7,lopezja01
Joe Niekro,29.7,niekrjo01
Preacher Roe,29.7,roepr01
Marquis Grissom,29.6,grissma02
Bing Miller,29.6,millebi02
Hal Schumacher,29.6,schumha02
Raul Mondesi,29.5,mondera01
Brian Roberts,29.5,roberbr01
Jason Schmidt,29.5,schmija01
Johnny Sain,29.4,sainjo01
Charles Zimmer,29.4,zimmech01
Ray Chapman,29.3,chapmra01
Brandon Crawford,29.3,crawfbr01
Tom Haller,29.3,halleto01
Buddy Lewis,29.3,lewisbu01
Jim Piersall,29.3,piersji01
Mickey Tettleton,29.3,tettlmi01
Doug Drabek,29.2,drabedo01
Dutch Ruether,29.2,ruethdu01
Kevin Tapani,29.2,tapanke01
Jayson Werth,29.2,werthja01
Matt Cain,29.1,cainma01
Luis Castillo,29.1,castilu03
George Hendrick,29.1,hendrge01
Johnny Kling,29.1,klingjo01
Kevin Mitchell,29.1,mitchke01
Benny Kauff,29.0,kauffbe01
Tino Martinez,29.0,martiti02
Coco Crisp,28.9,crispco01
Baby Doll Jacobson,28.9,jacobba01
Ellis Kinder,28.9,kindeel01
Art Nehf,28.9,nehfar01
Red Rolfe,28.9,rolfere01
Lee Smith,28.9,smithle02
Elmer Valo,28.9,valoel01
John Anderson,28.8,anderjo02
Bob Bailey,28.8,bailebo01
A.J. Burnett,28.8,burneaj01
Matt Carpenter,28.8,carpema01
Mike Donlin,28.8,donlimi01
Kevin Seitzer,28.8,seitzke01
Edgardo Alfonzo,28.7,alfoned01
Ossie Bluege,28.7,bluegos01
Billy Jurges,28.7,jurgebi01
Henry Larkin,28.7,larkihe01
Gary Peters,28.7,peterga01
Chris Short,28.7,shortch02
Lew Burdette,28.6,burdele01
Alfonso Soriano,28.6,soriaal01
Vernon Wells,28.6,wellsve01
Don Baylor,28.5,baylodo01
Alex Fernandez,28.5,fernaal01
Freddie Lindstrom,28.5,lindsfr01
Bobby Avila,28.4,avilabo01
Brandon Phillips,28.4,phillbr01
Jack Rowe,28.4,roweja01
Gio Gonzalez,28.3,gonzagi01
Carlos Lee,28.3,leeca01
Sixto Lezcano,28.3,lezcasi01
Tim McCarver,28.3,mccarti01
Lee Meadows,28.3,meadole01
Bob Meusel,28.3,meusebo01
Terry Pendleton,28.3,pendlte01
Terry Puhl,28.3,puhlte01
Cesar Tovar,28.3,tovarce01
Josh Hamilton,28.2,hamiljo03
Mike Hampton,28.2,hamptmi01
Lindy McDaniel,28.2,mcdanli01
Melvin Mora,28.2,morame01
Jarrod Washburn,28.2,washbja01
Bob Watson,28.2,watsobo01
Rondell White,28.2,whitero02
J.J. Hardy,28.1,hardyjj01
Paul Konerko,28.1,konerpa01
Reb Russell,28.1,russere01
Del Crandall,28.0,crandde01
Trevor Hoffman,28.0,hoffmtr01
Denis Menke,28.0,menkede01
Anibal Sanchez,28.0,sanchan01
Terry Steinbach,28.0,steinte01
General Crowder,27.9,crowdal01
Hal McRae,27.9,mcraeha01
George Mogridge,27.9,mogrige01
Mike Moore,27.9,mooremi01
Roy Smalley,27.9,smallro02
Denard Span,27.9,spande01
Amos Strunk,27.9,strunam01
Clete Boyer,27.8,boyercl02
Jackie Jensen,27.8,jenseja01
Jack McDowell,27.8,mcdowja01
Jouett Meekin,27.8,meekijo01
Grady Sizemore,27.8,sizemgr01
Garry Templeton,27.8,templga01
Ross Barnes,27.7,barnero01
Carlos Guillen,27.7,guillca01
Marcell Ozuna,27.7,ozunama01
Billy Wagner,27.7,wagnebi02
Don Wilson,27.7,wilsodo01
